Setup title,CMUT-CV
Application test name,CMUT-CV
Test date,12/10/2025
Test time,12:43:11
Device ID,MOSCAP_4_C
Count,6
Flags,
Remarks,
Name,Plate,VplateStart,VplateStop,VplateStep,OscLevel,FREQ,IntegTime,HoldTime,DelayTime
Value,"CMU1:MF/SC	MFCMU/SCUU",-2,2,0.1,0.2,2000000,MEDIUM,0,0
V,F,S,,ohm,F,ohm,ohm,ohm,rad
-2,6.40691E-11,0.000685044,0.850863667785812,1459.76024897671,1.10453141050705E-10,-720.463635429223,613.016331347608,945.968748149099,-0.865801072549146
-1.9,6.40356E-11,0.000684981,0.851230503610938,1459.89450802285,1.10435371221757E-10,-720.579563101884,613.379304390966,946.29227927488,-0.865588325440918
-1.8,6.40595E-11,0.000684523,0.850343970138082,1460.87129285649,1.10379955072832E-10,-720.941329369634,613.048112252801,946.353204850059,-0.866102604057216
-1.7,6.41785E-11,0.000683572,0.847588076686434,1462.90368827278,1.10284690445696E-10,-721.564083141272,611.58911343572,945.883697794076,-0.867704175960489
-1.6,6.42029E-11,0.000682985,0.846538386954838,1464.16099914347,1.10212447064754E-10,-722.03706264877,611.232090336299,946.013841386766,-0.868315343307231
-1.5,6.42335E-11,0.000682202,0.845165065637125,1465.84149562739,1.10115745224337E-10,-722.671143748301,610.776404640089,946.20367705455,-0.86911589667755
-1.4,6.43136E-11,0.000681026,0.842657340547944,1468.37271998426,1.09980847578104E-10,-723.557540229495,609.711072583198,946.194010789283,-0.870580530440953
-1.3,6.44301E-11,0.000679497,0.839245215870695,1471.67684331204,1.09810315493327E-10,-724.681203113413,608.185232744351,946.071944132265,-0.872579199516234
-1.2,6.45478E-11,0.000677725,0.835530287685886,1475.52473348335,1.09609320274996E-10,-726.01008149962,606.60341225823,946.075228616844,-0.874762887482763
-1.1,6.4654E-11,0.000675581,0.83151897492029,1480.20740666182,1.09357314730656E-10,-727.683116049116,605.082318723964,946.386459019422,-0.87712977539572
-1,6.48709E-11,0.000672322,0.82474090577945,1487.38253396438,1.08995928003073E-10,-730.095821045023,602.139888754464,946.367979982757,-0.88115046706744
-0.9,6.51332E-11,0.000667918,0.816038911646283,1497.18977479271,1.08506668323964E-10,-733.387844039009,598.473018064207,946.587388007608,-0.886351786937139
