Setup title,CMUT-CV
Application test name,CMUT-CV
Test date,12/10/2025
Test time,12:41:33
Device ID,MOSCAP_4_C
Count,4
Flags,
Remarks,
Name,Plate,VplateStart,VplateStop,VplateStep,OscLevel,FREQ,IntegTime,HoldTime,DelayTime
Value,"CMU1:MF/SC	MFCMU/SCUU",-2,2,0.1,0.05,5000000,MEDIUM,0,0
V,F,S,,ohm,F,ohm,ohm,ohm,rad
-2,5.68258E-11,0.0062329,3.49136077203568,160.438960997289,7.49509573981988E-10,-42.4690887526302,148.274910495035,154.237066173437,-0.278953167462799
-1.9,5.6721E-11,0.00622369,3.49264303440295,160.676383303153,7.48635258901468E-10,-42.5186874915499,148.502597699318,154.469609663032,-0.278855982765848
-1.8,5.6853E-11,0.00621989,3.48240634263134,160.774547459843,7.4631808267787E-10,-42.650699959157,148.527068055435,154.529518708076,-0.279633681124381
-1.7,5.69076E-11,0.00621349,3.47548533887323,160.940147968372,7.44294405974514E-10,-42.7666637863688,148.634912982045,154.665202578332,-0.280161878907254
-1.6,5.70649E-11,0.0062079,3.46278700644504,161.085069024952,7.41324058575256E-10,-42.9380218410324,148.68522411358,154.76100797464,-0.28113606068442
-1.5,5.71981E-11,0.00620033,3.45051030821381,161.281738230062,7.38199901900898E-10,-43.1197410571593,148.785111005238,154.907460522977,-0.282084186427482
-1.4,5.74732E-11,0.00619401,3.43049389649743,161.446300538746,7.3383439137118E-10,-43.3762562679986,148.801982380278,154.995256598799,-0.283643465570582
-1.3,5.78967E-11,0.0061886,3.40242632419033,161.587434961057,7.28138130754217E-10,-43.7155908665517,148.73907714189,155.030209810323,-0.285858389840065
-1.2,5.83517E-11,0.00618075,3.37161355886968,161.792662702746,7.21680870959733E-10,-44.106737339534,148.710873651477,155.113920139116,-0.288329006101728
-1.1,5.87685E-11,0.00616708,3.34029715389508,162.151293643021,7.14483038557685E-10,-44.5510766534693,148.813834548545,155.339485592122,-0.290882900136046
-1,5.93298E-11,0.00615071,3.29991302861294,162.582856288136,7.0539726648177E-10,-45.1249106438233,148.908280548547,155.595416309536,-0.294241879954456
-0.9,6.00849E-11,0.00612775,3.2462788571891,163.192036228632,6.93279189030922E-10,-45.9136652621595,149.048560796606,155.960053005073,-0.298821097109197
-0.8,6.11195E-11,0.00609354,3.17351094799019,164.108219524283,6.76664480980403E-10,-47.0410218255699,149.285197768092,156.521334031665,-0.30525944875295
-0.7,6.27766E-11,0.00604365,3.0644436679195,165.462923895328,6.52300036543044E-10,-48.7980788519956,149.538963744634,157.299568268526,-0.315428498404982
-0.6,6.62631E-11,0.00596248,2.86421300870863,167.715447263555,6.09866764232379E-10,-52.1933485889362,149.492867996495,158.342234475656,-0.335904941176286
-0.5,7.35366E-11,0.00577392,2.49929398154766,173.192562418599,5.32880795672593E-10,-59.7337882634907,149.292297501984,160.798991146489,-0.38060378268139
-0.4,8.94568E-11,0.0052548,1.86979054685502,190.302199893431,4.02208211434234E-10,-79.1405737463217,147.976296663555,167.810055679502,-0.491113477127023
-0.3,9.82406E-11,0.00489865,1.5872141700627,204.137874720586,3.45733115787976E-10,-92.0680928867332,146.131781640472,172.716621473496,-0.56221158266447
-0.2,9.43913E-11,0.00556889,1.87796199657225,179.568998489825,4.27284992348805E-10,-74.4959200261417,139.900506708779,158.498561122537,-0.489302188220823
-0.1,8.50879E-11,0.00637729,2.3857146010908,156.806417773067,5.69377098060392E-10,-55.9049331749043,133.373215348375,144.615960826094,-0.396915113555661
0,7.50562E-11,0.00692984,2.93891321659295,144.303475982129,7.23332428352134E-10,-44.0060301055535,129.329903486998,136.611692843648,-0.327973190132459
0.1,6.75599E-11,0.00725709,3.41919317809249,137.796279224868,8.57394718096358E-10,-37.1252445887004,126.938383032699,132.255952125895,-0.28453122208119
0.2,6.27153E-11,0.00745842,3.7855018174377,134.076654304799,9.61427054783325E-10,-33.1080641635998,125.330637063151,129.629905883312,-0.258266078701915
0.3,5.8954E-11,0.00757457,4.08973184956367,132.020695564237,1.04501309777513E-09,-30.4598944129565,124.572800315015,128.242690809157,-0.239809504440622
0.4,5.65125E-11,0.00765207,4.31007216239065,130.683592805607,1.1063295045689E-09,-28.7717072417685,124.0081344472,127.302115248258,-0.227980999016652
0.5,5.47589E-11,0.0077075,4.48031908559556,129.743756081739,1.15394848821023E-09,-27.5844103472564,123.586960143712,126.627944829604,-0.219598982419514
0.6,5.34427E-11,0.00774634,4.61379496870773,129.093223380332,1.19108301365013E-09,-26.7244081676889,123.300939945775,126.163844993028,-0.213439944539048
0.7,5.23947E-11,0.00777512,4.72356471602269,128.615378283551,1.221428580089E-09,-26.0604583331985,123.098261466076,125.826584887721,-0.208624158722342
0.8,5.13931E-11,0.00779099,4.82545154925404,128.353392829409,1.24808054204547E-09,-25.5039539084709,123.068093899734,125.682963845858,-0.204342025913995
0.9,5.09697E-11,0.00781473,4.88036189512138,127.963474105951,1.2649625602485E-09,-25.1635816099837,122.807384834142,125.358923133709,-0.202105351110331
1,5.07631E-11,0.00783919,4.91556204541043,127.564199872691,1.2773392058086E-09,-24.919761699663,122.494634791536,125.003720248158,-0.200696766915918
1.1,5.00919E-11,0.00784422,4.9846238122356,127.482401054534,1.29469901848641E-09,-24.5856281374181,122.550107452544,124.991927529507,-0.197988705525171
1.2,4.97161E-11,0.00785367,5.02835259367827,127.329006693686,1.30675436908553E-09,-24.3588155290903,122.484713244632,124.883373083049,-0.196310989440625
1.3,4.9646E-11,0.00786823,5.0447878897968,127.093386949797,1.31313098341405E-09,-24.2405281883067,122.288323046648,124.667706966998,-0.19568766061009
1.4,4.88792E-11,0.00786131,5.11942235420409,127.205262227288,1.32992899177843E-09,-23.9343519956067,122.530056639698,124.845776803131,-0.19290554030558
1.5,4.87565E-11,0.0078714,5.13889314882677,127.042203419976,1.33632901470728E-09,-23.8197242356214,122.407017681378,124.703076306522,-0.192192537739981
1.6,4.86971E-11,0.00788107,5.15148231559399,126.886323811361,1.3410095417985E-09,-23.7365862257004,122.278604174268,124.56115993542,-0.191734298601977
1.7,4.83102E-11,0.00787985,5.1919349467524,126.905969022253,1.35056905725283E-09,-23.5685753700992,122.366510109186,124.615571022555,-0.190276345467281
1.8,4.82369E-11,0.00788636,5.2041204016117,126.801211205169,1.35463055111731E-09,-23.4979113619818,122.285959914153,124.52312167024,-0.189841452844507
1.9,4.83462E-11,0.00789837,5.20026239029769,126.608401480305,1.3557593812962E-09,-23.4783465691047,122.09356264969,124.330490219064,-0.189978930660144
2,4.8169E-11,0.00790011,5.22054249608682,126.580515967499,1.36097000657366E-09,-23.3884571038593,122.100434228601,124.320295867216,-0.189258454433993
2,4.80636E-11,0.00789624,5.2294277908449,126.642553924399,1.36245478473898E-09,-23.3629687934821,122.174958285277,124.388700221742,-0.188944491424137
1.9,4.82208E-11,0.00789332,5.21045231686922,126.689403191559,1.35735829861253E-09,-23.4506899548366,122.18870180736,124.418703211076,-0.189616244585265
1.8,4.83553E-11,0.00788853,5.1928063448227,126.766330355592,1.35226746023907E-09,-23.538974022757,122.23333365599,124.479199686938,-0.190245180379383
1.7,4.84529E-11,0.00788174,5.17788566284137,126.875537635091,1.34749937241967E-09,-23.6222660061274,122.313392476952,124.573582394042,-0.19078020656589
1.6,4.8846E-11,0.00788423,5.13783800914601,126.835467762863,1.33825239457418E-09,-23.7854897532355,122.205993320327,124.499214159002,-0.19223104255187
1.5,4.9242E-11,0.00788577,5.09751543635958,126.810698257748,1.32877880616928E-09,-23.9550694747701,122.111336426707,124.438835728471,-0.193714022836344
1.4,4.90291E-11,0.00786602,5.10682825285403,127.129094510311,1.32769306452206E-09,-23.9746591052998,122.434466471489,124.759700462022,-0.193369513761006
1.3,4.95793E-11,0.00786725,5.05094556010283,127.109218596079,1.31444893267891E-09,-24.2162231084276,122.314824591972,124.688980173077,-0.195455128528384
1.2,5.02703E-11,0.00787036,4.9834860659795,127.058990948317,1.29873990504045E-09,-24.5091326560846,122.140921080841,124.575688583406,-0.198032734584238
1.1,5.0173E-11,0.00784656,4.97805118397328,127.44438327114,1.293509791404E-09,-24.6082316731727,122.501036816126,124.948265642651,-0.198243323226049
1,5.0256E-11,0.00782247,4.95457166383466,127.836859713109,1.28392925037892E-09,-24.7918556330055,122.833025413169,125.309968629315,-0.199158200553353
0.9,5.11024E-11,0.00781708,4.86915261336105,127.925005244925,1.26267117125267E-09,-25.2092463525624,122.747667758442,125.30960075669,-0.202558009443228
0.8,5.17173E-11,0.00779887,4.80005224956215,128.223704203301,1.24330983332148E-09,-25.6018152236045,122.890050756937,125.528552599742,-0.205393215769756
0.7,5.23986E-11,0.00777383,4.72242949718649,128.63672089562,1.22095761277251E-09,-26.0705107903839,123.116149163228,125.846166877079,-0.208672866551837
0.6,5.34513E-11,0.00774515,4.61234397475274,129.113057849106,1.19055912635188E-09,-26.736167833952,123.316402616907,126.18144802157,-0.213505068744142
0.5,5.47653E-11,0.00770496,4.47831919235589,129.786527120193,1.15310216442178E-09,-27.6046560317998,123.622460905592,126.66700389205,-0.219693924731076
