Setup title,CMUT-CV
Application test name,CMUT-CV
Test date,12/10/2025
Test time,12:41:00
Device ID,MOSCAP_4_C
Count,3
Flags,
Remarks,
Name,Plate,VplateStart,VplateStop,VplateStep,OscLevel,FREQ,IntegTime,HoldTime,DelayTime
Value,"CMU1:MF/SC	MFCMU/SCUU",-2,2,0.1,0.05,1000000,MEDIUM,0,0
V,F,S,,ohm,F,ohm,ohm,ohm,rad
-2,1.1497E-10,0.000375419,0.519698961299742,2663.69043655223,1.46021903582932E-10,-1089.93883237212,566.440079064045,1228.34075951374,-1.09151402771282
-1.9,1.14838E-10,0.000374411,0.51889933121436,2670.86170011031,1.4575887977691E-10,-1091.90564125855,566.58910699825,1230.15492747106,-1.09214382054921
-1.8,1.14676E-10,0.000373306,0.518098775557903,2678.76755262439,1.45458059107419E-10,-1094.1638027385,566.884926458598,1232.29580339672,-1.09277475498623
-1.7,1.14545E-10,0.000371829,0.516639079269556,2689.4083032792,1.45118886144383E-10,-1096.72109068966,566.608974509407,1234.44031073119,-1.0939262341232
-1.6,1.14381E-10,0.000370231,0.515156308616557,2701.01639246849,1.44736118617547E-10,-1099.62146706787,566.476935850204,1236.95735160381,-1.09509731978806
-1.5,1.14198E-10,0.000368271,0.513250232468259,2715.39165451529,1.44280699637298E-10,-1103.09239899744,566.162430219404,1239.90029361956,-1.09660480834471
-1.4,1.13963E-10,0.000366056,0.511215235194419,2731.82245339511,1.43746206285599E-10,-1107.19404152985,566.014462346539,1243.48342055077,-1.09821683749102
-1.3,1.13706E-10,0.000363266,0.508465512437647,2752.80373059962,1.43103228286449E-10,-1112.16878191843,565.499469615309,1247.68146961038,-1.10039926571178
-1.2,1.13315E-10,0.000360203,0.505917909954944,2776.2123025072,1.42318306445747E-10,-1118.30267705305,565.769353071697,1253.27404759661,-1.10242560541582
-1.1,1.12877E-10,0.000356059,0.502038058084211,2808.52330653066,1.41326768737394E-10,-1126.14860237602,565.369457451106,1260.10051109109,-1.10551960086311
-1,1.12354E-10,0.000350526,0.496537244621854,2852.85542299287,1.40054792782521E-10,-1136.37627052916,564.253142222207,1268.75239378272,-1.10992275731887
-0.9,1.11568E-10,0.000343305,0.489734401783459,2912.86174101746,1.38326445053689E-10,-1150.57495354675,563.476136582248,1281.14327076512,-1.11539487089743
-0.8,1.10461E-10,0.000332911,0.479666409499093,3003.80582197644,1.35875851901682E-10,-1171.32618389836,561.8458249828,1299.10575402332,-1.12354751053859
-0.7,1.08742E-10,0.000316571,0.463333757789604,3158.84904176314,1.32086533682565E-10,-1204.92936452116,558.284450334629,1327.98204090673,-1.13690953788593
-0.6,1.05654E-10,0.000287001,0.432332214798574,3484.30841704384,1.25401910003172E-10,-1269.15884365644,548.698253809188,1382.69083462812,-1.16273165562425
-0.5,9.86084E-11,0.000228912,0.369466255745567,4368.49094848675,1.12068970618315E-10,-1420.15173525584,524.698144215543,1513.98120651922,-1.21688596255353
-0.4,8.34141E-11,0.000136722,0.260866953301847,7314.11184739837,8.90905602420033E-11,-1786.44002978106,466.023167825446,1846.22468105976,-1.31561638166825
-0.3,7.52148E-11,9.85585E-05,0.208550344596097,10146.2583135904,7.84861358166268E-11,-2027.80964352458,422.90039993234,2071.43831639617,-1.36519296244773
-0.2,8.58339E-11,0.000126042,0.233709610505799,7933.8633154028,9.05221632434411E-11,-1758.18757958667,410.905334421336,1805.565495591,-1.34120757450247
-0.1,1.01912E-10,0.000177111,0.276592463360113,5646.17669145338,1.09708613561947E-10,-1450.70599221517,401.25434399807,1505.17537995621,-1.30095021898243
0,1.15731E-10,0.000228387,0.314081101761307,4378.53292875689,1.27147508837645E-10,-1251.7346548658,393.146199513059,1312.02270574238,-1.26647167316922
0.1,1.25427E-10,0.000271117,0.34402170749724,3688.44447231269,1.40271402753007E-10,-1134.62145503869,390.334410325413,1199.88616048282,-1.23945727608778
0.2,1.31963E-10,0.000302719,0.365096468084597,3303.39357622085,1.49553064962088E-10,-1064.20382044514,388.537056166657,1132.91253654671,-1.22073634707493
0.3,1.36337E-10,0.000326099,0.38067632254881,3066.55340862744,1.56094203080582E-10,-1019.60828750171,388.140733326439,1090.9877583224,-1.20705846520619
0.4,1.393E-10,0.000342959,0.391842211973203,2915.8004309553,1.60688166448408E-10,-990.458392858909,388.103407525258,1063.7819715136,-1.19734224730644
0.5,1.41532E-10,0.000354949,0.399145690695669,2817.30614820721,1.64080493612767E-10,-969.980889182012,387.163691974153,1044.39391503464,-1.19102664010872
0.6,1.43127E-10,0.00036426,0.40505131506053,2745.29182452095,1.66609355654129E-10,-955.258139418846,386.928565593878,1030.64631557023,-1.18594296687941
0.7,1.44321E-10,0.000371776,0.409988762016251,2689.79170253056,1.68580030179044E-10,-944.091319255917,387.066831212023,1020.35736431845,-1.1817087165153
0.8,1.45268E-10,0.000377579,0.413673790908596,2648.45237685359,1.70127132535696E-10,-935.505940291691,386.994288737974,1012.39120098747,-1.17855805676762
0.9,1.46101E-10,0.000381833,0.415949304834485,2618.94597900129,1.71378492728318E-10,-928.675124621617,386.28177250344,1005.80867706506,-1.17661660595084
1,1.46828E-10,0.000385213,0.417553553091194,2595.96638742722,1.72427604178977E-10,-923.024731740376,385.41225632924,1000.25859793015,-1.17524975490094
1.1,1.47252E-10,0.000388944,0.420383833061349,2571.06421489983,1.73274751450514E-10,-918.512026475993,386.127606402925,996.372857522468,-1.1728421023114
1.2,1.47742E-10,0.000391446,0.421684868578778,2554.63077921348,1.74013205924344E-10,-914.614165324505,385.678954105153,992.6063303505,-1.17173697303877
1.3,1.48135E-10,0.000393635,0.422917987133318,2540.42450493477,1.74630370377671E-10,-911.381810321611,385.439760731135,989.535554357483,-1.17069048384535
1.4,1.48284E-10,0.00039658,0.425653929833291,2521.55933229109,1.75150283141521E-10,-908.676481917754,386.781715475382,987.569260465566,-1.16837192531143
1.5,1.48536E-10,0.000398468,0.426954757526508,2509.61181324473,1.75612681651855E-10,-906.28388334422,386.942215663413,985.431253549425,-1.16727114789485
1.6,1.48895E-10,0.000399427,0.426950411057339,2503.58638750009,1.76036571273185E-10,-904.10158491981,386.006543319105,983.056828133387,-1.16727482421339
1.7,1.49113E-10,0.000400784,0.427774605246748,2495.10958521298,1.76399353816965E-10,-902.242211482689,385.95630585396,981.327304322879,-1.16657791300542
1.8,1.49344E-10,0.000401775,0.428169041011105,2488.95526102918,1.76723045506697E-10,-900.589635243154,385.604600466601,979.66963768834,-1.16624453814297
1.9,1.49553E-10,0.000402718,0.428574220323886,2483.12715100889,1.77022276238474E-10,-899.06731781898,385.317074752957,978.157088644963,-1.16590218196271
2,1.49717E-10,0.000403611,0.429054053556237,2477.63316658862,1.77278010402169E-10,-897.770359284157,385.192011813507,976.915812122079,-1.16549687686802
