"Run Time"	"F_7037AV"	"Av_Si_288"	"Av_SiF_440"	"Av_SIF_777"
74.60	25.5	32	25.2	28
74.70	25.25	29	28.8	28.2
74.80	30	41.25	32.6	34.8
74.90	34	36.75	36.6	35.4
75.00	34.5	41	30.2	33.6
75.10	27.25	37.25	25.4	31.4
75.20	35.75	32.25	38.8	38.6
75.30	29.75	35.25	29.8	30.2
75.40	35.5	37.25	37.2	36.8
75.50	27.75	36	27.2	29
75.60	23.5	35	28.8	27.2
75.70	30.25	40.5	32.4	28.2
75.80	29.75	34.75	31.2	32
75.90	28.25	42.25	31.6	29.4
76.00	31	37.75	31.6	35.8
76.10	32.5	39.5	32.4	30.4
76.20	41.5	33.25	44.2	44.2
76.30	37	36.75	40	37.2
76.40	30	32.5	28.2	31.2
76.50	19	31.75	23.4	24.4
76.60	24.25	31.75	22.2	22
76.70	26	36	28	28
76.80	30.25	40.5	30.8	32.6
76.90	33.5	35.25	30.8	29.4
77.00	25.5	29.75	26	27
77.10	24	30	24.2	25
77.20	32.25	35.25	33	35.2
77.30	34.25	36.5	32.8	40
77.40	31.75	44	34.4	33.8
77.50	39.5	33.5	37.4	40.8
77.60	30	43.75	31	35.6
77.70	28	39.25	31.6	31.6
77.80	30	37.25	31	28.2
77.90	27	34.5	29.8	30.8
78.00	27.25	34.75	29.2	25.6
78.10	25.5	34.5	29.4	24.6
78.20	30.5	38	30.4	32.6
78.30	32.5	29.75	35.4	34
78.40	36.25	31.25	38.2	41.6
78.50	29.25	35	32.8	30
78.60	25.75	33.25	28	30
78.70	31.75	31.25	30.8	31.6
78.80	33	38.75	33	29.6
78.90	34.75	34	33.8	37.8
79.00	43	39.75	45.2	44.6
79.10	31.5	36.25	32.6	34.2
79.20	36	37.25	37.2	39.2
79.30	27.75	34.75	25.8	30.8
79.40	22.75	27.75	29.6	23.8
79.50	28.5	27.25	29.6	32.8
79.60	34.75	40.25	36.2	34.8
79.70	29	37.25	29.6	27.4
79.80	29.5	38.25	29	35.2
79.90	21.5	33	27.8	26.2
80.00	28	33	28.4	27.6
80.10	30.25	33.75	36	36
80.20	36.5	36.25	36	39.2
80.30	29.25	41	30.8	31.8
80.40	25.75	33.25	27.8	29.4
80.50	28.5	36.5	28.2	27.6
80.60	31	35.75	33.8	30.4
80.70	22.5	28	23.4	25.8
80.80	29.5	38.75	32.4	31.6
80.90	26.75	36.75	27.2	29.8
81.00	29.25	33.5	32	31
81.10	29	34.5	28.4	28.6
81.20	28.5	27.25	28.8	32.8
81.30	30.75	33.5	35.2	37.2
81.40	41.5	41.75	45	46.8
81.50	36.25	39.75	36.6	35.6
81.60	30.25	42	30.6	31
81.70	32.5	39.5	33.8	32.2
81.80	27	35.75	26.6	30.4
81.90	35.25	38	38.2	36.6
82.00	28.75	39.75	27.8	27
82.10	29.5	32.5	30.2	30
82.20	29	30.5	31.8	32.2
82.30	28.5	34.5	33.2	33.2
82.40	34	36.75	32	31.6
82.50	27.75	36.25	28.6	32
82.60	35	34.5	32	32.4
82.70	25.75	37	27.8	29.6
82.80	34.5	37	37	40.8
82.90	42	34.75	42.8	43.2
83.00	33.5	44	33.6	34.6
83.10	28	35.75	29	29.2
83.20	31.75	39.5	31.8	38.8
83.30	27.5	36.25	27.6	30.6
83.40	33	41.75	35.6	35.8
83.50	41	34.5	39.4	45.6
83.60	29	42	31.4	33.8
83.70	32.5	42	35.4	31.6
83.80	22.75	30.5	24.8	24.6
83.90	33.5	35.75	34.6	38.2
84.00	36.25	33.25	33.6	38.2
84.10	38.5	42	42.2	44
84.20	29	41.25	30.6	31.4
84.30	37	36.75	38.6	35.4
84.40	40.25	37.25	38	40.6
84.50	33	39.75	34	37.2
84.60	34.5	40.25	36.4	38.8
84.70	40.75	41.5	40.6	45.4
84.80	27.5	35.25	28.8	28.2
84.90	34.5	36	31.2	37.8
85.00	22.75	38	29	26.2
85.10	31	30.75	32.6	31.6
85.20	27	35	31.8	31.2
85.30	33.5	38.5	33.8	34.2
85.40	38	40.5	37.8	40.6
85.50	25.25	31.5	31.6	30.8
85.60	34.75	36.5	33.2	37.4
85.70	33.25	37.25	32	33.2
85.80	27.5	34.5	27.6	29.8
85.90	26.75	38.75	30.6	29.6
86.00	29.25	33	32	36.4
86.10	29.75	42.25	31.6	32
86.20	37	37.75	33.8	30.8
86.30	28.5	36.5	29	31.6
86.40	25	36.75	32.4	29.6
86.50	29	38.75	26.2	26.8
86.60	21.25	34.75	27.6	23.6
86.70	29.75	37.25	27.6	31.2
86.80	29.75	41.5	33.2	33.4
86.90	33	37	35.6	38
87.00	32.5	33.5	35.8	33.8
87.10	32.5	37.5	31.4	29.6
87.20	32.5	40.25	31.2	35.2
87.30	33	34.25	37.2	35.6
87.40	27.75	34	28.6	30
87.50	27.75	43.5	34	28.6
87.60	30.5	29	29.8	30.4
87.70	28	38.25	29	30.2
87.80	40	36.5	40.6	40.2
87.90	27.75	42	28.6	28.4
88.00	38	41.75	38.4	42.6
88.10	26	33.5	26.2	32
88.20	31.75	36.75	37.4	33.8
88.30	40	41.25	36.8	41.8
88.40	39.75	37	43	42.6
88.50	28.25	33.25	29	29.6
88.60	26	33.5	29.4	29.4
88.70	27.5	29.5	27.4	27
88.80	23.25	39.5	24	24.8
88.90	30	36.25	30	28.6
89.00	24.25	32.5	23.8	26.4
89.10	32.5	31.75	38.8	35.2
89.20	31.75	34.5	29.4	31.6
89.30	26.5	35.5	31.4	28.2
89.40	37	44	35.2	37.6
89.50	38.25	35.5	37	39.2
89.60	22	28	24.4	25
89.70	38	45.5	32.8	38.8
89.80	23	35.25	28.2	26.4
89.90	32.75	31.75	33.4	34
90.00	24.5	32.5	28.6	26.8
90.10	31	32.5	30.2	35.2
90.20	28	43.5	32	30.2
90.30	35.25	39.25	36.4	37.2
90.40	27.75	29.5	28.4	31.8
90.50	31	29	33.2	33.8
90.60	36	42.75	35.6	38.2
90.70	30.5	43.75	34.2	33.6
90.80	26.5	27.75	28.4	27.4
90.90	27.75	35	30	31.2
91.00	30.5	29.25	34.8	36.2
91.10	29.25	38	32.6	31.4
91.20	31	43.25	30	32.8
91.30	32.5	38.25	30.6	32
91.40	27	37.5	26.6	29.4
91.50	24.25	31.5	26.4	26.6
91.60	33.25	46.5	36.8	36.4
91.70	33.5	43.25	33	32.8
91.80	32.5	43.5	34.2	32.6
91.90	27.5	39	26.8	30.2
92.00	34.5	36.5	32.2	33.4
92.10	27.25	38	29.6	28.4
92.20	31.5	32.25	35.8	34.6
92.30	33.25	36	28.2	30.8
92.40	36.5	39.25	37	37.2
92.50	26.25	33.5	26	30.4
92.60	23.25	29.25	27.2	25.4
92.70	36	38	31.4	31.8
92.80	37.75	42.75	35.2	39.2
92.90	34.75	39.25	32.6	33.4
93.00	23.25	27.75	26.6	27.2
93.10	29.75	37.25	32.6	30.2
93.20	29.25	33.75	29.8	32.2
93.30	25.25	33.75	28.8	29.6
93.40	35.25	44.25	35.6	37.4
93.50	28.5	36.25	29	30.4
93.60	28	26.25	25.8	26
93.70	27.25	30	33	32
93.80	26.25	39.75	28.2	29.2
93.90	31.5	41.75	32.2	36.4
94.00	30.75	34	30.4	29.2
94.10	29	31.5	25.4	28
94.20	25	28.25	26.2	25.2
94.30	29.75	35.75	32.4	35.2
94.40	31.25	40.5	34	31.4
94.50	26	34	25.2	23.2
94.60	29	35.75	27.2	29.6
94.70	26.75	29	30.8	30.6
94.80	27	32.25	26.4	28.4
94.90	28.75	36.5	32	25
95.00	39	40	33.2	36.8
95.10	32.75	34	35	34.8
95.20	21.5	30.25	25.6	25.8
95.30	33.5	38	32.2	31
