"Run Time"	"F_7037AV"	"Av_Si_288"	"Av_SiF_440"	"Av_SIF_777"
24.50	1400	195	129.8	261
24.60	1407.25	193.25	132.8	268.2
24.70	1394	189	131.2	261
24.80	1403.25	192.5	131.4	262.2
24.90	1394.5	193	125.6	256
25.00	1403.25	187.75	134.6	261.8
25.10	1414.25	192	133.2	263.8
25.20	1402	190.5	122.8	260
25.30	1407.25	187.25	127	261
25.40	1408.5	196.25	130.2	262.4
25.50	1401.25	193.25	127.4	260
25.60	1394	181.25	121.6	253
25.70	1410	189	125.8	260.2
25.80	1414.25	195	128.6	265.2
25.90	1433.5	202.75	137.4	277
26.00	1413.75	191.25	131.2	263.6
26.10	1418.75	182.5	133.2	263.8
26.20	1424	195.5	133.6	271.2
26.30	1420.5	202.5	131.8	271.2
26.40	1416.75	188	124	262.4
26.50	1416.25	188.5	131.2	263
26.60	1425.5	183	133	267.4
26.70	1431.25	192.25	131.2	267.8
26.80	1429.75	198	132.6	265.2
26.90	1417.75	187.25	123.2	255
27.00	1437.25	192.5	133.8	267.6
27.10	1436.25	187.5	128.6	266.4
27.20	1429	197.5	128.6	265.4
27.30	1439.25	189.75	126.8	266.2
27.40	1432.25	191.25	128.6	268.6
27.50	1443.75	193.25	130.8	269
27.60	1437.75	193.5	124.8	263.4
27.70	1442.25	189	130.4	266.2
27.80	1449.75	195.5	130.6	269.2
27.90	1452.75	188.75	134.6	268.4
28.00	1450.5	189.5	128.4	266.8
28.10	1455.25	193.5	127.8	267
28.20	1456.25	194.75	126.8	272.8
28.30	1459.5	200	130.8	274.4
28.40	1464.5	199.25	133.8	276.8
28.50	1460.5	193	129.8	268.2
28.60	1458.25	192.25	128.8	270.4
28.70	1470.5	189.75	124.4	267.8
28.80	1472.25	194.75	135.2	277
28.90	1482.75	195.25	125.4	272.8
29.00	1471	198	127.8	272.4
29.10	1477.5	195.25	133.2	275.8
29.20	1485.5	196.75	134.8	276.8
29.30	1496.5	198	132.4	275.6
29.40	1501.75	202.25	135.2	283.4
29.50	1499	200	133.6	280.2
29.60	1498.75	196.25	135	277.4
29.70	1504.75	203.5	136.6	279.6
29.80	1505.25	194.25	126.6	276.8
29.90	1504.25	196.75	129	277.8
30.00	1499.75	188.25	124.4	272.2
30.10	1509.5	194.75	127	277.4
30.20	1512.75	192	126.4	271.6
30.30	1537.25	204.5	131.2	285.8
30.40	1521.75	197.75	131.8	278.2
30.50	1535.25	196.5	127.6	283.2
30.60	1541.5	201.75	141.4	287.2
30.70	1543.25	195.25	125.6	277.2
30.80	1562.5	211	144.6	297.4
30.90	1553.75	200.25	125.8	286.4
31.00	1558.75	194.5	124.8	280
31.10	1582	202.25	137.6	291.8
31.20	1581	197.75	131.8	288
31.30	1588.25	205	131.4	285.4
31.40	1104.75	204.5	116.4	210.2
31.50	35.5	38.25	35.6	34.2
31.60	32	35.25	28.2	29.8
31.70	36	38.5	38	35.8
31.80	36	39.25	36.4	34.4
31.90	37.75	44.25	34.2	36.6
32.00	30.25	33.25	26.6	29.2
32.10	30.5	35.5	29.4	29.8
32.20	28	30.75	27.2	28
32.30	33	37.25	30	34.8
32.40	36	42.25	34.8	35
32.50	34.75	36.25	30	31
32.60	42.25	50.25	36	41
32.70	29.5	30.25	25.2	32
32.80	32	37	31.4	33
32.90	37.25	42.5	35	39.4
33.00	25.5	30.25	28	25.2
33.10	37.5	37.75	31.4	34.8
33.20	32.5	36.75	33.8	31.8
33.30	21.75	30.5	28.8	26.2
33.40	44.5	48.75	37	39.4
33.50	30.25	34.75	32.8	31.2
33.60	40.5	39.75	33.4	37.2
33.70	36.25	43	31.8	38.6
33.80	37.25	40.5	32.6	38.2
33.90	22	30.75	24.2	24
34.00	29	31.5	27.4	29.2
34.10	27	28.5	19.6	27.8
34.20	35	46	36.8	38.2
34.30	36.5	39.25	32.4	35.6
34.40	30.5	33.5	33.2	31
34.50	33	31.75	31.4	28.4
34.60	29.75	34.25	26.6	30.2
34.70	19.25	27.75	21.6	24.2
34.80	34.25	41	31.8	34.2
34.90	30	34.5	34.4	32.2
35.00	28.25	32.5	24.4	29.4
35.10	25.25	30.25	33.4	29.6
35.20	44	46.25	38.8	40.2
35.30	43.25	46.25	39	39.4
35.40	40.5	46	33.2	39.8
35.50	30.75	32.5	29.6	32.6
35.60	26	31.5	30.4	29.6
35.70	29.5	33.25	26	27.8
35.80	41.25	44.25	35.4	40.8
35.90	34.25	39.75	32.4	35.2
36.00	30.5	35	28.8	29.4
36.10	37.75	42.5	33.8	38.4
36.20	42.25	46.75	40	43.6
36.30	33	35.5	34.2	33.2
36.40	37	37	32.6	34.2
36.50	40.75	41.75	34.2	40
36.60	25.75	25.5	33.8	30
36.70	43.75	43.5	38.6	41.2
36.80	29.5	27.75	32	28
36.90	25.5	31.25	25	27.4
37.00	27.75	37.25	26.4	28.6
37.10	21	24	24.8	23.6
37.20	26.75	34	27.4	26.4
37.30	33.5	38	34.4	32.2
37.40	41.5	38.75	36.4	41.2
37.50	21.5	28.75	26.6	23.4
37.60	23.75	26.75	26.4	25.2
37.70	31.75	37.5	30.6	28.6
37.80	28.5	35.5	30.8	30
37.90	34	33	30.8	35
38.00	27.75	38.5	33.4	33.4
38.10	20.25	27.25	24.8	24.4
38.20	47	49	44.4	40
38.30	26.25	25.5	28.6	30.8
38.40	31.25	31	33.6	33
38.50	27	31.25	24	27.8
38.60	27.75	33.75	25.6	27
38.70	27	41.25	28.4	28.4
38.80	34.5	41.25	28	34.6
38.90	29.75	33	35.8	33.6
39.00	20.75	30	22.2	21.8
39.10	32.25	37.75	32.4	29.2
39.20	27.5	32	26.2	28.6
39.30	32.5	38	33.2	34.2
39.40	26.75	31.75	30.2	30
39.50	31	40.25	29.8	33.4
39.60	37.75	43.75	34.8	35.6
39.70	30.75	31.5	29.6	33.8
39.80	35.75	36.5	40.4	37.8
39.90	33.5	33	31.8	32
40.00	33.75	36.75	32.4	33.6
40.10	36.25	41.25	33.6	34.6
40.20	32.75	31.75	32.6	30.4
40.30	28.25	35.5	27.6	28.6
40.40	28.5	38.75	27.8	31.2
40.50	37.25	41.75	36.8	33.6
40.60	29.25	30.5	28.8	31.2
40.70	29	35.25	29.8	30.6
40.80	37	41.5	31.8	33.6
40.90	36.25	42.5	35	37.2
41.00	35	37.75	30.4	32.8
41.10	35.5	42	32.2	38.6
41.20	25.75	32.25	25.8	32.8
41.30	38	39	33.6	36
41.40	33.75	37.25	34.2	35.2
41.50	26.25	32	28.6	28.4
41.60	30.5	29.75	37.4	34.2
41.70	41.25	43.25	36	41.8
41.80	33.5	37.75	32	29.6
41.90	28.75	38.5	29.4	30.4
42.00	25.75	24.25	23.8	24.6
42.10	30	31.75	33.6	34.2
42.20	29.75	35.25	33	33.2
42.30	38.75	46.25	38.4	38.2
42.40	37.75	42.75	33	32
42.50	32	37.25	31	32.4
42.60	25.75	30	25	27
42.70	41.5	44	41.8	40.2
42.80	32.75	42.25	31.2	29.8
42.90	29	32	25	26.8
43.00	33.25	38.75	31.2	36.6
43.10	33	37.5	31	32.6
43.20	29.5	38.25	30.6	28.2
43.30	21.5	31.75	23.8	24
43.40	28	40.25	31	30
43.50	24.5	27.5	28.2	28.2
43.60	36.5	37.75	41	39.6
43.70	34	41	32	32.6
43.80	32.5	28.75	30.6	30.2
43.90	27.25	34.5	26.8	29.2
44.00	32.5	38.5	31.6	34.4
44.10	32	36.75	31.2	31
44.20	21.5	29.75	23.2	24
44.30	30	37	30.2	26.8
44.40	34.25	34.25	35.6	35
44.50	41.25	38.75	35.8	36.4
44.60	32.75	46.25	29.8	33.4
44.70	40.75	44.5	33.8	35.6
44.80	29.75	35	25	31.4
44.90	25.75	30	28.4	28
45.00	37.25	39	33.4	35.4
45.10	33.75	36.75	32	32
45.20	33.75	40.5	31.8	31
45.30	29.5	38.25	28.8	31
45.40	31.5	33.75	34.2	34.4
45.50	30	38.25	27.2	28.6
45.60	31.25	38.25	29.6	32.8
45.70	27	28	27.6	27.8
45.80	28.75	31.25	31	30.4
45.90	34.25	38	36.2	34
46.00	22.5	30.5	21.6	23.4
46.10	41.25	42.75	33.8	37.8
46.20	45.25	46.5	40.2	43.2
46.30	35.5	37	31.4	36.6
46.40	34.25	36.5	32.4	35.6
46.50	33	34.25	28.6	28.2
46.60	28.75	26.75	29.2	31.6
46.70	32.25	41.75	31.8	31.8
46.80	33	42	32.4	38
46.90	18.75	27.5	23.8	21.6
47.00	27	31.25	27.8	25.4
47.10	34.75	37.25	29.8	32
47.20	35.25	40.25	37	36.6
47.30	30	41.5	31.6	32.2
47.40	24.25	28	28.4	25.6
47.50	33.25	33	28.8	32.6
47.60	22.5	32.5	25.4	26.4
47.70	38.25	47.5	37.8	40.2
47.80	22.25	28.75	23.4	22.4
47.90	29	35	25.6	28.2
48.00	29.25	35	26.6	30
48.10	17	29.25	23.4	21.6
48.20	34.25	43.25	33.2	34.2
48.30	27.75	33	31.8	28.4
48.40	24.5	25.75	25.2	25.6
48.50	36	45.75	31.2	34.6
48.60	31.5	35.5	35	37.4
48.70	25.75	33.25	27.6	26.4
48.80	37	38	34	34
48.90	31	33.5	33	31.6
49.00	30.75	36	35.6	28.8
49.10	27.25	30	28.6	29.6
49.20	34.5	33.5	36	31.8
49.30	30	36.25	28	30.8
49.40	28.25	34.25	27.6	28.4
49.50	24	31.75	30.2	30.8
49.60	27	41	30	28.8
49.70	38	39.5	37.4	35.8
49.80	23	33.25	25	27.4
49.90	26.75	39.75	32.8	32.8
50.00	28.25	35.25	26.2	26.8
50.10	32.75	40.5	32.6	27
50.20	29.75	35	26.8	27.2
50.30	27.5	44	29.4	27.6
50.40	28	35.5	29.4	32
50.50	39.25	39.75	35.6	37
50.60	31.25	34.5	29.8	29
50.70	25.75	34.25	26.4	28.8
50.80	28.5	37.5	32.8	31
50.90	30.5	42.25	29.2	32.2
51.00	25	32	26.8	21.6
51.10	29.25	30.5	29.2	34.8
51.20	25.25	27.25	27.2	28.6
51.30	29.5	33.75	27	30.2
51.40	24.5	34.5	20.8	26
51.50	23.75	31.5	27.8	26.6
51.60	24.75	35.5	24.4	25.8
51.70	26	35.5	28.2	30.6
51.80	45.25	46.25	38.2	41.4
51.90	33.5	34.5	34.2	32
52.00	33	29.5	30.8	33.8
52.10	33.5	37.75	32.8	35.4
52.20	27.5	38	31	34.4
52.30	27	31.25	25.6	25.4
52.40	35	38.75	33.8	34.4
52.50	36.25	41.5	31.6	34.8
52.60	43	37.5	41.2	41.4
52.70	31.75	40.75	30.2	32.6
52.80	32	37.5	36.8	35.2
52.90	26.25	29	27.8	25.4
53.00	31.25	41.5	29.6	33.2
53.10	23.5	34.5	26	31
53.20	30	38.75	28.8	28.2
53.30	31.5	35	37	33.8
53.40	33.75	43	31.2	33.2
53.50	30.25	40	29.4	29.4
53.60	28.75	34	26.6	28.4
53.70	29	35.5	29	32.2
53.80	35.25	44	35	35.4
53.90	36.25	41.5	36.8	33.4
54.00	37.25	42.25	33.4	35.2
54.10	31.75	35.75	36.2	33.2
54.20	29.75	34.25	29	28.6
54.30	38	32	34.4	39.2
54.40	30	33.75	26	31.6
54.50	27.5	39.75	27.4	29.6
54.60	25	34.5	26.8	26
54.70	33.5	37.25	38.4	42.4
54.80	29.25	31.75	29.4	28.6
54.90	29	30.75	26.2	26.8
55.00	31.75	42	33.8	33.8
55.10	31.75	36.25	30.4	34.2
55.20	27.75	38.75	31.8	26.8
55.30	25.5	28	22.4	23
55.40	36.5	37.75	31.2	39.6
55.50	26.25	36.5	28.2	28.2
55.60	29	29.75	30	30
55.70	26.25	35.5	29.6	27.2
55.80	25.75	25.75	27.4	27.8
55.90	30	47.25	34	32.4
56.00	22	29.25	23.4	26.4
56.10	32.75	40.5	37.4	37.2
56.20	28.25	33	28.4	26
56.30	25	28	21.2	25.2
56.40	23.5	29.5	27.6	28.2
56.50	29.75	39	28.8	30.2
56.60	28.5	30.5	35.4	27.6
56.70	35.75	34	34.6	35.4
56.80	35.75	37.5	36	35.4
56.90	35.75	42.5	38.4	39.6
57.00	31.25	39.25	32	31.8
57.10	41	44.25	35.8	38.4
57.20	37	35.25	31.6	35.2
57.30	26	33.25	28.2	28
57.40	37.25	35	32.4	37.4
57.50	43.25	43	37.8	39.6
57.60	42	43	36.4	40.6
57.70	29.75	37.5	32.4	30.2
57.80	36	41.25	30.8	36.2
57.90	31.25	37.75	30.6	31.6
58.00	35.25	35.75	35	34.4
58.10	29.5	29.75	32.6	31.8
58.20	34.5	38.5	31.4	33.4
58.30	32.25	36.5	28	32.4
58.40	40.25	43	35	36.4
58.50	29.75	38	28.6	31.2
58.60	28.75	34.25	29.2	30.6
58.70	26	28.25	27	25.2
58.80	31	40.75	28.8	32
58.90	35	39.25	34	39
59.00	31.25	38.25	35.6	32.4
59.10	36.25	33.5	33.6	32
59.20	23	31.5	24	24.2
59.30	27.5	39.25	30	31.2
59.40	35.25	33.5	37	36.4
59.50	31.5	36.75	33.8	29.6
59.60	26.5	31.5	25.2	29.4
59.70	39.5	44.75	34.8	38.4
59.80	24.5	27.5	24.4	23.8
59.90	28.25	37.75	28.6	28.4
60.00	33.75	42.75	35.2	33.8
60.10	24.75	25.75	26.6	26.6
60.20	31	41.25	32.2	34
60.30	30	36.75	30.4	32.6
60.40	21.5	32.25	31.2	25.6
60.50	24.75	30	24	25
60.60	28.5	38	29	32.2
60.70	27.25	34.5	27.2	29
60.80	34.75	35.75	34.6	35.4
60.90	35.5	42.5	32.6	36.8
61.00	24.5	33	25.8	27.2
61.10	31.75	41.5	33.2	32.6
61.20	30.75	35	29.8	30.8
61.30	29.25	33.75	30.2	30
61.40	27.75	29.5	30.4	31.4
61.50	28.5	33.5	28.4	28.8
61.60	34	35.75	28	32.2
61.70	39	44.25	38.8	40.6
61.80	31	33.75	35.6	30.4
61.90	21	27.75	21.6	21
62.00	33.5	33.25	35.4	35.4
62.10	35.25	39.25	33.8	39.4
62.20	36	37.75	39.6	37.6
62.30	30.75	35	31.4	31.4
62.40	31	35.25	30.2	30.6
62.50	28.25	28.25	30.6	32
62.60	38.5	36	41.2	40.4
62.70	29	36.75	26.4	28.8
62.80	23.75	32.25	24.6	24.2
62.90	30.25	33	30.4	28.6
63.00	23	28.25	24	25.2
63.10	23	29.75	28.8	28.8
63.20	36.5	40.5	33.4	36.2
63.30	28	36.25	31.2	24
63.40	32.75	29.5	29.2	33.4
63.50	30.75	34.25	33	34.6
63.60	24.75	35.5	24.4	26
63.70	24	35	28.2	27.6
63.80	25	29	29.6	26.2
63.90	24.25	31	22.4	25
64.00	27.25	30.5	32.6	34.2
64.10	29.25	37.25	29	28.2
64.20	32.75	30	40.8	35
64.30	29.75	38.5	29.4	34.8
64.40	33.25	45	30.8	32.8
64.50	28.25	31.5	27.4	28.2
64.60	26.5	37.75	27.6	28.4
64.70	31.25	44.25	35.6	32.4
64.80	31.25	34	30.2	29.8
64.90	35.25	37	34.8	35
65.00	31.75	40.5	33.8	32.4
65.10	35.75	35	36.4	38.4
65.20	29	42.5	28.6	27.2
65.30	41	40	38.4	42
65.40	26	37	27.2	26.2
65.50	30.75	37.75	33	31.6
65.60	31	37.5	32	32.8
65.70	28.75	34.25	28.4	31.6
65.80	25.5	34	30	30
65.90	24	26	26.4	23
66.00	26.25	26	32.8	26.8
66.10	28.25	39	27.4	30.2
66.20	31.75	37.25	32.2	32.2
66.30	26	33.25	24.2	28.2
66.40	33.75	36	33.4	31.8
66.50	27	35.75	29.8	34.4
66.60	29.75	40.75	34.6	34.2
66.70	39.25	45.25	35.4	37.8
66.80	26.25	32	26.2	27
66.90	31	41.25	37.8	36.4
67.00	34.75	35.25	35	34.4
67.10	28.5	36.25	31.4	27.8
67.20	28	36.25	25.8	28.6
67.30	32.5	43.25	30.6	35.2
67.40	26	30.5	34.8	34.8
67.50	30.25	37.25	35.4	31
67.60	32.25	33.5	34.4	30.8
67.70	27	38	25.8	28.4
67.80	39.25	34	42.4	42.4
67.90	35	37.5	35.8	41
68.00	36.25	37.75	36.2	32.4
68.10	32.5	37.75	32	36.4
68.20	30.5	34.75	33.4	31.6
68.30	30.25	35.75	30	31.8
68.40	29.25	35.75	29.6	27.8
68.50	33.5	38	37.2	32.4
68.60	30.25	39.75	28.8	33.4
68.70	26.5	27.75	28.4	28.4
68.80	26.25	36.5	24.2	28.6
68.90	27.75	34.25	26.8	27.2
69.00	30	35.75	30	36.8
69.10	29	37.5	30	27
69.20	31.25	38.25	29.8	29
69.30	44.75	43.75	37	41.6
69.40	39	38.25	37.2	41.6
69.50	37.25	37.5	38	38.2
69.60	33.75	37.75	32	29.8
69.70	28.75	41.75	27	28.2
69.80	23	32.75	28.4	27.6
69.90	30.5	39.25	33.2	37.2
70.00	32.75	36.5	32.8	29.4
70.10	32.25	38.75	29.8	31.4
70.20	28	35	28.8	26.6
70.30	31.25	39.25	31	31.8
70.40	24.5	29.25	25.4	25.6
70.50	35	37.5	35.4	33.4
70.60	35.5	35.25	34	38.6
70.70	27.5	36.25	28.6	29.8
70.80	37.75	39	40.4	41.2
70.90	35.5	36.5	39.4	34.6
71.00	31.5	33.5	30.8	30.8
71.10	28.25	40.25	31.4	28.8
71.20	27.5	31.75	25.8	29.4
71.30	27	34.5	28.2	30
71.40	28.25	36	26.4	27.8
71.50	20.5	33.75	24.8	26.4
71.60	26.25	40.75	29.8	27
71.70	24.5	32.75	26	27.4
71.80	27.75	31.25	30.6	29.2
71.90	28.75	29.75	28	29
72.00	32.75	45.25	34.6	35
72.10	29.5	35.75	28	30.4
72.20	25.5	33.5	30.6	31
72.30	35.25	33.25	34	33.8
72.40	22	26.5	22.8	26.2
72.50	25.25	37.5	28	28.8
72.60	37.25	31	39.6	40
72.70	32.75	40.25	35.4	32.8
72.80	39.75	37	35.8	38.2
72.90	24	37.25	31.2	27.6
73.00	25	34.5	24	26.4
73.10	24	35	29	26.4
73.20	26.75	29.75	26.2	24.6
73.30	28.5	33.25	30	34.4
73.40	27.25	34.75	31.4	28.6
73.50	32.75	35.75	31	34.4
73.60	31	42.75	33.2	29.8
73.70	33.25	37.25	34	34.2
73.80	32.25	34.75	38.2	35.6
73.90	33.75	34	30	29.4
74.00	27	37.75	30.4	28.8
74.10	31.75	38.75	32.4	27.8
74.20	23.25	31.25	21	26.4
74.30	23	34.75	27.8	25.6
74.40	31.75	40.5	31	32.8
74.50	38.25	32.75	40	39
