"Run Time"	"F_7037AV"	"Av_Si_288"	"Av_SiF_440"	"Av_SIF_777"
74.00	1664	212	139.2	305.8
74.10	1669.75	212.25	143	310.8
74.20	1678.25	218.5	137.6	306
74.30	1683.75	212.25	140.4	304.8
74.40	1700.5	216.5	136.6	312
74.50	1712	220	135.2	309.2
74.60	1735.5	223.25	134.8	309.4
74.70	1729.75	218.25	134.8	308
74.80	1747	220.25	138.8	320
74.90	1757.5	222	135.6	312.4
75.00	1777.75	226.75	136.4	322.6
75.10	1786.75	230.25	134.6	321.8
75.20	1810.5	228.25	135.2	321.6
75.30	1835	231.5	140.8	332.8
75.40	1844.5	226.5	143.6	334.8
75.50	1868.5	233	140	335.6
75.60	1881.25	229.75	143.2	332.8
75.70	1915.5	237	145.2	345.4
75.80	1914.75	237.75	135	336.8
75.90	1966	253.25	148.4	354.2
76.00	1958	237	134.2	339.4
76.10	1987.25	240.5	144.8	354.6
76.20	2011.75	241.75	137.8	351.6
76.30	2042.25	250.5	142.4	358
76.40	2064.75	254.25	147.6	369.4
76.50	2093.5	260	149.8	374.2
76.60	2108.75	251.5	139.4	367
76.70	2138	255.5	140.4	372.4
76.80	2165.25	265.25	145	380.8
76.90	2184.75	256	142.4	381.8
77.00	2214.25	269.75	148	388.4
77.10	2241.75	266.75	153	399.8
77.20	2275.25	277	151.2	400.4
77.30	2292.5	269.75	141.4	394.6
77.40	2321.25	280	154	411.2
77.50	2360.75	285.5	157.6	416.2
77.60	2372	281	159.6	415.8
77.70	2401.5	284.5	154	423.2
77.80	2409	293.25	148.6	420.8
77.90	2442.25	297.25	154.2	426.8
78.00	2460	287.5	147.2	418.8
78.10	2492	297.5	159.2	432
78.20	2518.25	306.25	152.2	434.8
78.30	2538	297.5	154.2	435.6
78.40	2557.5	308.75	159.6	444.2
78.50	2566.75	299	152.2	439
78.60	2597.5	315.75	155.4	448.4
78.70	2611.25	305.75	153.6	446.4
78.80	2631	331.5	164.8	457.4
78.90	2643	310.25	157.2	455.4
79.00	2671.5	317.25	165.2	462.8
79.10	2684.25	316.75	160.2	468.4
79.20	2706	331.75	164.6	465
79.30	2711.25	331.5	160.4	465.2
79.40	2724.25	327.5	159.6	470.2
79.50	2730.5	340	164	468.8
79.60	2740.75	332.25	163.8	471.6
79.70	2758.25	329	156.2	466.6
79.80	2776	338.5	162.4	483
79.90	2783.25	349.25	165.2	476.2
80.00	2803.75	341	166.4	482.8
80.10	2798.25	342.25	162.6	475
80.20	2813	347.25	161.8	476.6
80.30	2829	349.75	167.8	489.4
80.40	2835.5	355.75	167.4	483.2
80.50	2832	348.75	161	482.6
80.60	2873	362.75	177.4	501
80.70	2973	415.75	186.2	508.6
80.80	3047	506	216	520.6
80.90	3249.75	603.75	266.4	575.8
81.00	3079.75	574	257.4	557.6
81.10	2504	349	179.4	452
81.20	1209.5	136	121	252.2
81.30	844	129.5	132.6	199.6
81.40	682	110.75	127.8	168.6
81.50	618.25	117	142.6	167.2
81.60	575.5	117.5	161.6	166.8
81.70	560	121.25	194.4	175.2
81.80	559.25	117.25	227.6	177.2
81.90	544.25	120.25	263	185.8
82.00	524.25	114.75	294	184.2
82.10	516.25	116	336.8	195
82.20	522.5	117.25	377.4	202.2
82.30	528	122	424.8	211
82.40	531.5	126.25	496.6	223.6
82.50	562	135.75	600.2	248.4
82.60	580.25	142	700.4	267.2
82.70	616.5	156.5	829.8	302
82.80	635.25	165.5	918.4	314.6
82.90	646.75	165.5	979.2	326.6
83.00	668.5	185.25	1043.2	348.6
83.10	680.75	192.75	1108.4	363.4
83.20	707.5	198.5	1189.6	378.4
83.30	747.25	220.75	1300.4	416.8
83.40	792.5	241.25	1400.4	449.2
83.50	838	264.25	1493.4	483.6
83.60	883	290.5	1555	515.8
83.70	926	300.25	1579	540.2
83.80	956.25	308.25	1578.4	561.8
83.90	979.25	303.75	1567.2	583.8
84.00	997.25	318.5	1540	599.4
84.10	1037	328.75	1539.2	621.2
84.20	1075.75	338.75	1553.6	655.6
84.30	1126.75	353	1557.8	689.4
84.40	1164.5	374.5	1548	725.4
84.50	1181	378.75	1505	744
84.60	1191.5	372.75	1452.8	755.6
84.70	1210.5	368.75	1412	768.8
84.80	1216	362.5	1371.8	777.6
84.90	1224.75	365.5	1324.8	791.2
85.00	1229.25	356.25	1293.6	797.2
85.10	1234.5	359.25	1256.4	810.2
85.20	1246.5	356.75	1236.2	823.8
85.30	1265.5	354.75	1216.6	845.4
85.40	1274.75	355.25	1183.6	854
85.50	1274	342.5	1140.6	857.8
85.60	1273	334	1116.4	863
85.70	1268.5	334	1080.8	868
85.80	1278.75	339	1062.2	869.4
85.90	1276	318.5	1028.6	865.2
86.00	1276.25	322	1012.4	881.6
86.10	1280.75	317.25	994.6	885.4
86.20	1276.75	309.75	965.6	877.6
86.30	1280.75	308.25	951.6	889.6
86.40	1299.75	305.75	946.6	904.6
86.50	1294.75	308.25	918.6	905.8
86.60	1281	298	895.8	897.4
86.70	1293	297.25	888.4	906.6
86.80	1293.5	285.25	867.2	911.2
86.90	1279.75	288	846.8	903.4
87.00	1297.25	292	847.4	914.8
87.10	1295.25	280.25	824.2	912.2
87.20	1297	280.75	811.8	917.6
87.30	1307	275.5	820.2	925.8
87.40	1299.75	268.25	795.2	920.2
87.50	1304	275	786.2	919.2
87.60	1313.25	273.5	776.2	926.4
87.70	1319.25	269.25	783.2	940.8
87.80	1316	271.5	766.6	930.8
87.90	1316.5	263	761.2	932.6
88.00	1319.25	260.25	741.8	934.4
88.10	1320.75	265.5	738.4	937.8
88.20	1320.5	255.5	730.8	938.2
88.30	1318.25	257.5	733	938
88.40	1320.5	252.25	718	944
88.50	1324	246.5	710	942
88.60	1322.75	242.75	702	939.2
88.70	1337.75	253.5	705	954
88.80	1332.25	246	688	946
88.90	1338	247.25	691.2	953.8
89.00	1339.5	244.5	690.4	961.2
89.10	1331.25	249.25	675.6	952
89.20	1336.5	247.75	670.6	951.2
89.30	1339.5	237.75	674	961.6
89.40	1336	231.25	650.8	953.2
89.50	1331	230.75	651.2	954.6
89.60	1331.75	229.5	639.8	947.8
89.70	1336	231.5	639.2	953.6
89.80	1337.5	228.75	632.2	952.6
89.90	1347.75	228.5	638.6	960.8
90.00	1340.25	229	618.8	950.6
90.10	1336.5	227.5	614	954.8
90.20	1344.25	228.25	616.8	959.4
90.30	1343.25	224.75	608	954.8
90.40	1343.5	221.25	609.2	960.2
90.50	1344	217.5	601	953.4
90.60	1339.75	218.25	588.4	956.4
90.70	1345.5	215.5	592.2	960.2
90.80	1345.75	225.25	585.4	961
90.90	1343	211	584	962.8
91.00	1344	211.5	574.4	962.8
91.10	1353.75	217.75	572	961.6
91.20	1348	206	564.6	959.8
91.30	1343.5	210.75	555.8	958.6
91.40	1346	209.75	561.8	964.8
91.50	1350.5	212.75	557	959.4
91.60	1352.75	213.75	555.6	964.4
91.70	1351.25	205	545.8	965.6
91.80	1344.25	201	532	956.8
91.90	1347.25	195.25	537.6	964.4
92.00	1355.75	202.5	542.8	969.4
92.10	1350.75	196.75	528.4	965.8
92.20	1354.75	196.25	521.6	963.8
92.30	1349.25	199	520	967
92.40	1348.25	195.25	519.4	965
92.50	1353.25	193.5	518	966
92.60	1349.75	188.25	510.2	963.6
92.70	1348.5	195.75	503.2	961.6
92.80	1353.75	191.25	503.4	971.6
92.90	1355	200.25	498.6	964.2
93.00	1360.25	190.25	501.6	968.4
93.10	1358.75	192	486	969.2
93.20	1351.75	189.5	485	967
93.30	1354.75	190	480	964
93.40	1357.5	185.25	486.8	965.4
93.50	1354	185	472.4	960.4
93.60	1354.5	187	472	970.6
93.70	1361.25	187.5	472.4	969
93.80	1358.75	181.25	462.2	965.4
93.90	1359.5	171.5	470.2	970
94.00	1355.5	174.5	455.6	967
94.10	1355.25	176.75	461	969.8
94.20	1358.5	183.75	457.4	973.8
94.30	1355.5	181	452.4	972
94.40	1356	177.75	448.2	970
94.50	1365.25	174.75	449.8	975
94.60	1361.75	171	445	975.4
94.70	1364.75	170	445.4	981.2
94.80	1360.5	174.75	434.8	971
94.90	1364	173.75	436.2	972
95.00	1360.75	166.75	425.8	968.6
95.10	1354	164	425.4	969.2
95.20	1360.25	164.5	425.6	972.8
95.30	1368.25	172.5	433.2	975
95.40	1363.5	170.5	420.8	976.8
95.50	1357.75	161.75	416.2	969.6
95.60	1359.5	171.75	417	974
95.70	1377	173.5	423.8	987.8
95.80	1364.5	165.75	402.8	973.2
95.90	1368.75	164.5	411	975
96.00	1363	163.25	404	972.6
96.10	1367.25	164	406.6	973
96.20	1368	160.75	406.2	976.8
96.30	1364	164.5	400.2	972
96.40	1368.5	158.5	399.8	976.4
96.50	1365.75	158.5	396.2	971.6
96.60	1378.75	157.5	399.2	985.4
96.70	1366.75	165.75	392	979
96.80	1367	163.75	395.6	979.6
96.90	1372	157.5	385.8	978.8
97.00	1375.25	162.75	384.6	980.8
97.10	1379.5	153.5	388	979.8
97.20	1363.5	160.25	377.8	977.4
97.30	1367.5	156	376.4	974.8
97.40	1367.25	152.25	375.6	977.4
97.50	1378	152.5	382	980.6
97.60	1367.5	159	378.4	980.8
97.70	1371	156	376	979.2
97.80	1374.75	156	371.6	982.4
97.90	1372.25	152	365	980
98.00	1377.5	157	364.6	982.4
98.10	1367	153.5	358.8	979.4
98.20	1373.75	157	359.8	984
98.30	1364.75	145.75	353	976.8
98.40	1372	150.25	361.4	982.8
98.50	1379	147.5	364	987.4
98.60	1368.25	149.75	352.8	972.4
98.70	1382	146.75	360	991.2
98.80	1374.5	150.75	350	984.8
98.90	1367	144	347.2	977.8
99.00	1380.5	149	346.2	981.2
99.10	1371	146.25	342	979.6
99.20	1381	143.75	345.2	981.8
99.30	1372.25	141	347.4	983.8
99.40	1366.75	137.75	339.6	980.4
99.50	1377.25	143.75	339.2	980.6
99.60	1376	139	336	979.4
99.70	1379.75	143	341.6	988.2
99.80	1385	144	343.8	988.4
99.90	1371.25	142.5	338.2	979.6
100.00	1378.25	133.25	330	981.4
100.10	1376.25	137.75	329.4	980.6
100.20	1373.75	133.75	322	977.4
100.30	1365.75	143.5	320	971.8
100.40	1365.75	126.5	316.2	970.6
100.50	1374.5	133.75	323.4	985
100.60	1375.25	145.25	321	983.2
100.70	1377.5	146.5	322.2	983.6
100.80	1378	133.75	324.6	989.2
100.90	1209.5	126	285.6	860.6
101.00	30.75	40.75	28.8	32.6
101.10	34	43.25	36.8	36
101.20	27.75	32.75	25.2	28
101.30	27.75	35.25	28.6	30
101.40	27.5	38	28	31.2
101.50	31.75	39.25	32.8	31.8
101.60	36.5	35.5	33.4	32.6
101.70	31.75	37.25	27.4	34.4
101.80	27.5	28.5	37	32
101.90	24	24.5	24.2	29
102.00	38.75	38.5	40.6	36.8
102.10	41	33.5	39	41.4
102.20	30.5	33	32.6	32.4
102.30	37.5	28.75	36.8	37.8
102.40	23.5	30.75	28.8	26.6
102.50	37.5	33.5	32.6	36
102.60	31.75	37	34.4	38
102.70	22.5	31.75	27.2	26.2
102.80	20.5	30	20.2	24.8
102.90	23.5	30	25.8	23
103.00	25.5	27.75	20.8	28.2
103.10	24.5	36.25	29.4	26.2
103.20	24.25	31	27.6	26.6
103.30	34.25	34.75	32.2	33.6
103.40	25.25	36.75	29	29.2
103.50	23.5	29	24.6	24.6
103.60	32.5	40.25	32.4	33
103.70	31	26.75	31.2	29.4
103.80	20	28.5	22.4	23.4
103.90	27.5	36	28.2	30.6
104.00	33.5	35.25	33.6	36.2
104.10	29.75	32.5	32.8	31
104.20	28	34.5	23.4	29.2
104.30	25.5	25.5	33.8	30.4
104.40	36.75	36.25	37.2	39
104.50	31.25	36	33	28.2
104.60	42.75	32	38	42.2
104.70	25.75	31.5	25.4	26.4
104.80	29.5	36	31.8	34.2
104.90	28.75	34.5	29.2	31.6
105.00	23.5	25	22	23.6
105.10	22.5	28.25	24.2	23
105.20	29.5	36.5	29.2	32.2
105.30	35	38.75	35.4	34.6
105.40	25	29.5	22	26
105.50	26.75	22.75	30.2	26
105.60	38.5	36.25	38	38.2
105.70	35.5	44.25	35	33.8
105.80	26.25	27.25	29.8	29.4
105.90	25	29.5	25.8	22.4
106.00	31.5	41.25	31.2	35
106.10	41.5	35.25	41.6	38.6
106.20	36.75	31.75	38	39.6
106.30	20.5	25.25	28	22.4
106.40	33.5	34.25	32.8	35.6
106.50	26.25	34.25	35	34
106.60	31.5	34.5	32.6	30
106.70	38.5	37.25	35.4	41.2
106.80	28.5	39.25	34.8	32.8
106.90	38.75	30.75	37.4	36.6
107.00	33.75	37.75	32.8	30.6
107.10	42	32.5	39.2	39.2
107.20	28.25	36.5	32.8	29.6
107.30	25.25	29.5	26.4	26.2
107.40	27.5	37.25	29	30.2
107.50	39	32.5	38.6	36
107.60	33	29.25	33.4	37
107.70	32.25	32.5	37.2	33.6
107.80	27.5	34	27.6	29.2
107.90	29.75	38.75	31.2	28.2
108.00	26.25	26.5	25.8	26.2
108.10	38	42.5	38.6	39.6
108.20	29.5	36.75	30.8	29.4
108.30	27	39	27.6	28
108.40	29.5	30.5	30.4	32
108.50	36.75	36.5	34.2	34.4
108.60	36	36	40	39.6
108.70	31.25	28.25	30.2	31.6
108.80	25	34	25	25.6
108.90	31.25	34.25	32.8	33
109.00	28.75	37.75	28.2	28.2
109.10	24	26	26.2	24.4
109.20	33.75	27.5	33.6	33.6
109.30	28.75	36.5	25.4	26.8
109.40	33	30.75	35.8	35.6
109.50	30	36.75	29.2	27.6
109.60	33.25	33.25	31.2	34.2
109.70	30.25	37.5	30.2	30
109.80	35	34.5	34.8	35
109.90	28	38.5	33	31.4
110.00	36.5	36.5	37.8	34.6
110.10	26	25.75	29.2	31
110.20	30.25	40.5	33.8	34
110.30	33	39.75	28.2	32
110.40	30.25	37.5	31.4	30.2
110.50	35.5	42.25	33.8	34.8
110.60	26.75	35	27.2	28.2
110.70	26.25	29.25	29.4	29
110.80	29	32	22.8	27.2
110.90	32.25	30.25	35	31.6
111.00	29.25	35	26.6	31.4
111.10	24.75	27.5	25	25.4
111.20	25.5	29.75	25.6	27.4
111.30	34	40.5	33	31.8
111.40	26.5	21.5	26.4	28.2
111.50	23	29.5	26.4	26.4
111.60	27.75	37	28.6	26.4
111.70	27	29.25	30.8	29.6
111.80	33.25	32	34.6	32.2
111.90	30.5	32.5	33	33.8
112.00	26.5	38.5	29.8	28.2
112.10	27.5	39.75	28.4	32
112.20	27.5	33.25	28.8	24.6
112.30	39.25	30	38.4	40.2
112.40	27.25	37.25	29.8	28.6
112.50	35	38.25	37.8	37
112.60	27.75	35.5	27.6	30
112.70	25.5	23	30.8	28.8
112.80	24.75	26.75	24.8	26.8
112.90	29.5	37.75	31	32.4
113.00	25	37	24.4	23.8
113.10	30.25	34.25	35.8	33.4
113.20	26.5	29	27.4	27.2
113.30	26.25	28.25	37.8	28.6
113.40	33.5	36.25	30.4	30.8
113.50	27	34	24.2	27.6
113.60	21.25	29	26	25
113.70	31	36	32.2	34.4
113.80	30.5	41.75	32.4	31.4
113.90	26.75	30.5	26.4	26.8
114.00	26	36	31.6	29
114.10	24	27.25	25.8	23.6
114.20	34.5	42	34.2	32.6
114.30	32.25	35.25	30	33.4
114.40	29.25	34.5	28.6	30.2
114.50	26.25	36	31.2	32.2
114.60	34.25	37.75	33.4	34.8
114.70	31.5	30.75	37.8	34.2
114.80	31.25	37.75	27	31
114.90	22.25	32.75	23.2	20.2
115.00	32.5	40.75	32.4	37.6
115.10	29.5	35.5	29.2	27.2
115.20	29.5	28	36.4	33.6
115.30	24.5	36.75	25.6	28
115.40	35.25	33.25	36.6	36.8
115.50	31.75	33.25	39	38
115.60	26.25	36	26.6	28
115.70	33.5	29.75	32.4	33.8
115.80	32	31	30	32.6
115.90	31.5	37.75	30.2	31
116.00	28.5	36.5	29.4	34.2
116.10	24.5	34	25.4	22.8
116.20	35.25	37.5	34.4	37.6
116.30	24	24	26.8	23.8
116.40	31	37.75	30	30.4
116.50	29.5	35	25.8	29.8
116.60	23.5	30	25.8	24.8
116.70	41.75	36.25	40.2	41.4
116.80	38	37	37.6	34.8
116.90	30	37.25	25	33.4
117.00	31.5	36.5	33.8	32
117.10	38.75	40	30.4	39.8
117.20	36	41.75	33.8	35.4
117.30	30.25	27	30	30.8
117.40	35.5	40.75	38.8	36.8
117.50	30.25	38.25	31.2	32.8
117.60	31	42.5	33.2	32
117.70	23.25	24.75	24.6	25.2
117.80	31	40.5	31.2	36.2
117.90	33.75	37	34.4	37.4
118.00	35.25	35.5	35.6	39.8
118.10	23.5	24.25	24.6	22.2
118.20	35.25	43	31.2	37.4
118.30	29.5	34.5	34.6	30.6
118.40	27	34.75	29	29.4
118.50	30	36.75	35.2	32.8
118.60	39.25	42	36.2	37
118.70	23.75	28.5	25	22.8
118.80	26	36	29.4	28
118.90	34.75	40.75	32.4	29.8
119.00	21.5	29.5	22.6	24.8
119.10	36	44.25	34.6	37.8
119.20	33	33.25	34.6	36.6
119.30	26.25	30.25	26.8	24.4
119.40	27	36.25	27	28.4
119.50	27.25	29.75	31.8	25.8
119.60	28.75	31	30.6	30.6
119.70	34	41.5	34.6	30.8
119.80	36.25	38.25	34.8	34.4
119.90	22.5	30.75	22.4	27.6
120.00	21.75	24	25.8	27.2
120.10	32.75	38	38.8	35.6
120.20	27.5	32	24.4	26.6
120.30	29.25	29	33.4	28.6
120.40	25.5	29.25	29.8	29.2
120.50	36.25	44.25	35.2	35.4
120.60	31.75	27.25	34.4	31.2
120.70	26	32.75	23.6	27.2
120.80	24.5	34.5	28.2	27.4
120.90	27.5	31.25	31	29
121.00	27.75	34.75	29.6	31.2
121.10	29.5	25.5	33	28
121.20	22	27.25	23.4	26.2
121.30	29.75	32.75	30.6	31.8
121.40	33.25	35.5	30.4	34.8
121.50	36.75	38.75	30.8	34
121.60	27	27.25	28.6	28.2
121.70	32	41	40.8	36.6
121.80	44	41.75	36.8	40
121.90	40.25	47.25	35	40
122.00	29.5	33.75	31.6	32
122.10	25.5	26.75	24	27.6
122.20	30.75	35.75	31	31.4
122.30	39.75	41.75	36.8	37.4
122.40	29	35.5	28	30.4
122.50	31.75	32	29.4	29.6
122.60	49.5	52.25	45	47
122.70	43.75	40	43	38.2
122.80	27.75	30.75	26.6	31.6
122.90	26.75	32	25.8	27.8
123.00	26.5	29	22.8	28.2
123.10	27.25	33.75	33.2	28.2
123.20	26.75	33.75	25.6	30.4
123.30	25.25	32	29.4	29.4
123.40	24.25	27	28.4	30.8
123.50	23.75	29.75	28.4	27.2
123.60	23.75	24	25.6	24.8
123.70	28.75	28.5	29.6	33.6
123.80	40	48.75	39.2	40.2
123.90	44.25	42.5	36.6	45.6
124.00	25	28.25	22.4	23.4
124.10	45	46.75	35.4	42
124.20	30.5	33	30.8	32.4
124.30	39.75	40.75	35.8	36
124.40	26.25	32	26	28
124.50	32	38.25	35.2	35.8
124.60	29.5	31.5	24.4	29.2
124.70	38.75	38.25	42.8	39.8
124.80	35	35.5	30.6	35
124.90	30.5	32	29.4	32.2
125.00	46.5	47	39	43.4
125.10	35.5	42	34.6	37
125.20	29.25	34	31.4	28.2
125.30	21.75	30.25	21.6	25
125.40	33	37.5	33.8	33.8
125.50	30.5	38.25	26	29.6
125.60	30	37.75	31.6	30
125.70	24.5	30.25	23.8	25.8
125.80	25.5	30.25	29.8	29.4
125.90	33.75	45	33.4	35.4
126.00	29.25	30	29	29
126.10	35.25	43	36	31.4
126.20	36.25	30.5	32.8	36.8
126.30	48.5	41	45	44.4
126.40	38.25	37.75	36.4	38.6
126.50	30.5	34.5	30.4	31.2
126.60	29.5	34.25	30.6	28.2
126.70	30.25	33.5	32.6	28.8
126.80	32.75	31.25	35.2	31
126.90	30.5	36.5	26.6	28.8
127.00	31	39.75	31.4	31.2
127.10	28.25	29	24.8	29.2
127.20	30.5	31.75	35.2	32
127.30	28.75	27.5	31.6	31
127.40	28.75	39	26.8	29.2
127.50	33	38.25	33.6	35.2
